nota,waktu,pembeli
jefri-1625032305871,2021-06-30 12:51:45.871,jefri
tri-1635642500171,2021-10-31 08:08:20.171,tri
jefri-1642506146777,2022-01-18 18:42:26.777,jefri
jefri-1645603427169,2022-02-23 15:03:47.169,jefri
tri-1648136334880,2022-03-24 22:38:54.88,tri
jefri-1629153741893,2021-08-17 05:42:21.893,jefri
jefri-1646431021680,2022-03-05 04:57:01.68,jefri
akbar-1627621306903,2021-07-30 12:01:46.903,akbar
tri-1632527744762,2021-09-25 06:55:44.762,tri
jefri-1645477364934,2022-02-22 04:02:44.934,jefri
iqbal-1619157145973,2021-04-23 12:52:25.973,iqbal
akbar-1641502562904,2022-01-07 03:56:02.904,akbar
akbar-1627585433340,2021-07-30 02:03:53.34,akbar
tri-1643706917967,2022-02-01 16:15:17.967,tri
tri-1626358121893,2021-07-15 21:08:41.893,tri
akbar-1619590845884,2021-04-28 13:20:45.884,akbar
tri-1645483604172,2022-02-22 05:46:44.172,tri
iqbal-1648688325715,2022-03-31 07:58:45.715,iqbal
jefri-1634130579872,2021-10-13 20:09:39.872,jefri
akbar-1624788924011,2021-06-27 17:15:24.011,akbar
akbar-1642485611756,2022-01-18 13:00:11.756,akbar
iqbal-1642919551253,2022-01-23 13:32:31.253,iqbal
tri-1627598904286,2021-07-30 05:48:24.286,tri
tri-1637189684409,2021-11-18 05:54:44.409,tri
jefri-1637690042142,2021-11-24 00:54:02.142,jefri
tri-1647970917487,2022-03-23 00:41:57.487,tri
akbar-1646956780250,2022-03-11 06:59:40.25,akbar
akbar-1619778869656,2021-04-30 17:34:29.656,akbar
iqbal-1625479476670,2021-07-05 17:04:36.67,iqbal
tri-1639728766511,2021-12-17 15:12:46.511,tri
jefri-1633142874709,2021-10-02 09:47:54.709,jefri
jefri-1646846307448,2022-03-10 00:18:27.448,jefri
iqbal-1648566119320,2022-03-29 22:01:59.32,iqbal
tri-1640872740153,2021-12-30 20:59:00.153,tri
iqbal-1648973763603,2022-04-03 15:16:03.603,iqbal
jefri-1631664989666,2021-09-15 07:16:29.666,jefri
jefri-1627963441150,2021-08-03 11:04:01.15,jefri
iqbal-1619395782664,2021-04-26 07:09:42.664,iqbal
jefri-1638491797121,2021-12-03 07:36:37.121,jefri
iqbal-1634573160317,2021-10-18 23:06:00.317,iqbal
jefri-1629924293356,2021-08-26 03:44:53.356,jefri
iqbal-1623221990753,2021-06-09 13:59:50.753,iqbal
iqbal-1632495929720,2021-09-24 22:05:29.72,iqbal
iqbal-1618980282717,2021-04-21 11:44:42.717,iqbal
tri-1640805153060,2021-12-30 02:12:33.06,tri
jefri-1642565371734,2022-01-19 11:09:31.734,jefri
akbar-1640531484967,2021-12-26 22:11:24.967,akbar
akbar-1633775519770,2021-10-09 17:31:59.77,akbar
iqbal-1627045023029,2021-07-23 19:57:03.029,iqbal
jefri-1622712684461,2021-06-03 16:31:24.461,jefri
tri-1630470537305,2021-09-01 11:28:57.305,tri
akbar-1627072579970,2021-07-24 03:36:19.97,akbar
iqbal-1628035490834,2021-08-04 07:04:50.834,iqbal
iqbal-1642536641536,2022-01-19 03:10:41.536,iqbal
iqbal-1642175675339,2022-01-14 22:54:35.339,iqbal
tri-1630255291663,2021-08-29 23:41:31.663,tri
jefri-1645209737360,2022-02-19 01:42:17.36,jefri
akbar-1632524063293,2021-09-25 05:54:23.293,akbar
tri-1637056075594,2021-11-16 16:47:55.594,tri
akbar-1618945743828,2021-04-21 02:09:03.828,akbar
akbar-1646591996728,2022-03-07 01:39:56.728,akbar
jefri-1640057095097,2021-12-21 10:24:55.097,jefri
tri-1645222184776,2022-02-19 05:09:44.776,tri
tri-1631523598548,2021-09-13 15:59:58.548,tri
jefri-1624280046657,2021-06-21 19:54:06.657,jefri
akbar-1626255197658,2021-07-14 16:33:17.658,akbar
tri-1638075819598,2021-11-28 12:03:39.598,tri
jefri-1637109872003,2021-11-17 07:44:32.003,jefri
iqbal-1619615438682,2021-04-28 20:10:38.682,iqbal
akbar-1648681064091,2022-03-31 05:57:44.091,akbar
jefri-1632137409810,2021-09-20 18:30:09.81,jefri
iqbal-1640408924164,2021-12-25 12:08:44.164,iqbal
jefri-1630095035597,2021-08-28 03:10:35.597,jefri
iqbal-1635746205330,2021-11-01 12:56:45.33,iqbal
jefri-1639271109112,2021-12-12 08:05:09.112,jefri
akbar-1640207930877,2021-12-23 04:18:50.877,akbar
jefri-1643983499157,2022-02-04 21:04:59.157,jefri
akbar-1618017455282,2021-04-10 08:17:35.282,akbar
jefri-1638639809520,2021-12-05 00:43:29.52,jefri
iqbal-1636927223204,2021-11-15 05:00:23.204,iqbal
jefri-1618590394057,2021-04-16 23:26:34.057,jefri
tri-1633712048382,2021-10-08 23:54:08.382,tri
iqbal-1628029648504,2021-08-04 05:27:28.504,iqbal
iqbal-1639162709163,2021-12-11 01:58:29.163,iqbal
tri-1640201870672,2021-12-23 02:37:50.672,tri
akbar-1633460445360,2021-10-06 02:00:45.36,akbar
iqbal-1637134135096,2021-11-17 14:28:55.096,iqbal
akbar-1631201364364,2021-09-09 22:29:24.364,akbar
jefri-1618771624542,2021-04-19 01:47:04.542,jefri
tri-1648542709390,2022-03-29 15:31:49.39,tri
jefri-1623082978871,2021-06-07 23:22:58.871,jefri
jefri-1647849647217,2022-03-21 15:00:47.217,jefri
jefri-1621066627809,2021-05-15 15:17:07.809,jefri
akbar-1631851395171,2021-09-17 11:03:15.171,akbar
iqbal-1641442054686,2022-01-06 11:07:34.686,iqbal
akbar-1648361156194,2022-03-27 13:05:56.194,akbar
tri-1641276362097,2022-01-04 13:06:02.097,tri
jefri-1637274133168,2021-11-19 05:22:13.168,jefri
tri-1645278220376,2022-02-19 20:43:40.376,tri
iqbal-1641263265333,2022-01-04 09:27:45.333,iqbal
akbar-1643222897654,2022-01-27 01:48:17.654,akbar
tri-1639984344122,2021-12-20 14:12:24.122,tri
akbar-1644194605365,2022-02-07 07:43:25.365,akbar
iqbal-1638616839931,2021-12-04 18:20:39.931,iqbal
jefri-1625531444323,2021-07-06 07:30:44.323,jefri
akbar-1648082249349,2022-03-24 07:37:29.349,akbar
jefri-1634817105274,2021-10-21 18:51:45.274,jefri
tri-1634431712787,2021-10-17 07:48:32.787,tri
tri-1630980324771,2021-09-07 09:05:24.771,tri
tri-1637039521105,2021-11-16 12:12:01.105,tri
jefri-1638215472162,2021-11-30 02:51:12.162,jefri
akbar-1639442224933,2021-12-14 07:37:04.933,akbar
iqbal-1637840919178,2021-11-25 18:48:39.178,iqbal
iqbal-1624815061742,2021-06-28 00:31:01.742,iqbal
jefri-1635016758695,2021-10-24 02:19:18.695,jefri
jefri-1643860472787,2022-02-03 10:54:32.787,jefri
iqbal-1633235320411,2021-10-03 11:28:40.411,iqbal
iqbal-1647498140277,2022-03-17 13:22:20.277,iqbal
akbar-1622601465002,2021-06-02 09:37:45.002,akbar
akbar-1638133874810,2021-11-29 04:11:14.81,akbar
tri-1647518067420,2022-03-17 18:54:27.42,tri
iqbal-1637712255802,2021-11-24 07:04:15.802,iqbal
jefri-1642541314711,2022-01-19 04:28:34.711,jefri
tri-1645704209358,2022-02-24 19:03:29.358,tri
iqbal-1629793707466,2021-08-24 15:28:27.466,iqbal
iqbal-1645218699913,2022-02-19 04:11:39.913,iqbal
tri-1645466119716,2022-02-22 00:55:19.716,tri
tri-1630935914346,2021-09-06 20:45:14.346,tri
akbar-1630037923169,2021-08-27 11:18:43.169,akbar
akbar-1645152131877,2022-02-18 09:42:11.877,akbar
iqbal-1643125797799,2022-01-25 22:49:57.799,iqbal
jefri-1645018663749,2022-02-16 20:37:43.749,jefri
tri-1618551863046,2021-04-16 12:44:23.046,tri
jefri-1643576363570,2022-01-31 03:59:23.57,jefri
jefri-1637091869389,2021-11-17 02:44:29.389,jefri
tri-1636185147741,2021-11-06 14:52:27.741,tri
tri-1621653532158,2021-05-22 10:18:52.158,tri
jefri-1645060851087,2022-02-17 08:20:51.087,jefri
iqbal-1631611053401,2021-09-14 16:17:33.401,iqbal
akbar-1644297223473,2022-02-08 12:13:43.473,akbar
iqbal-1640589189971,2021-12-27 14:13:09.971,iqbal
akbar-1628664693188,2021-08-11 13:51:33.188,akbar
akbar-1638831659950,2021-12-07 06:00:59.95,akbar
akbar-1638600642240,2021-12-04 13:50:42.24,akbar
jefri-1625739114160,2021-07-08 17:11:54.16,jefri
akbar-1619942347416,2021-05-02 14:59:07.416,akbar
iqbal-1639874977290,2021-12-19 07:49:37.29,iqbal
iqbal-1621687717624,2021-05-22 19:48:37.624,iqbal
jefri-1632661841188,2021-09-26 20:10:41.188,jefri
tri-1633868444362,2021-10-10 19:20:44.362,tri
iqbal-1626906014079,2021-07-22 05:20:14.079,iqbal
tri-1649148006305,2022-04-05 15:40:06.305,tri
akbar-1638507702929,2021-12-03 12:01:42.929,akbar
iqbal-1641263764579,2022-01-04 09:36:04.579,iqbal
tri-1629496072634,2021-08-21 04:47:52.634,tri
tri-1637010230254,2021-11-16 04:03:50.254,tri
iqbal-1627928651616,2021-08-03 01:24:11.616,iqbal
jefri-1618105001989,2021-04-11 08:36:41.989,jefri
iqbal-1627291139269,2021-07-26 16:18:59.269,iqbal
iqbal-1644242468131,2022-02-07 21:01:08.131,iqbal
tri-1648222140816,2022-03-25 22:29:00.816,tri
tri-1634416284287,2021-10-17 03:31:24.287,tri
akbar-1648301100601,2022-03-26 20:25:00.601,akbar
jefri-1637277842381,2021-11-19 06:24:02.381,jefri
iqbal-1622162614730,2021-05-28 07:43:34.73,iqbal
akbar-1626517348012,2021-07-17 17:22:28.012,akbar
iqbal-1625080662383,2021-07-01 02:17:42.383,iqbal
iqbal-1626023948608,2021-07-12 00:19:08.608,iqbal
jefri-1649187876300,2022-04-06 02:44:36.3,jefri
akbar-1634147067946,2021-10-14 00:44:27.946,akbar
iqbal-1622977844370,2021-06-06 18:10:44.37,iqbal
jefri-1623224660823,2021-06-09 14:44:20.823,jefri
akbar-1624584073061,2021-06-25 08:21:13.061,akbar
tri-1625926725914,2021-07-10 21:18:45.914,tri
jefri-1620405370159,2021-05-07 23:36:10.159,jefri
jefri-1621492446355,2021-05-20 13:34:06.355,jefri
jefri-1625216485435,2021-07-02 16:01:25.435,jefri
jefri-1634340908083,2021-10-16 06:35:08.083,jefri
iqbal-1626743675832,2021-07-20 08:14:35.832,iqbal
iqbal-1618551072306,2021-04-16 12:31:12.306,iqbal
jefri-1632582645178,2021-09-25 22:10:45.178,jefri
jefri-1623892341987,2021-06-17 08:12:21.987,jefri
tri-1619387226298,2021-04-26 04:47:06.298,tri
tri-1637239905691,2021-11-18 19:51:45.691,tri
akbar-1636700571173,2021-11-12 14:02:51.173,akbar
akbar-1628376940529,2021-08-08 05:55:40.529,akbar
iqbal-1637680199262,2021-11-23 22:09:59.262,iqbal
iqbal-1629001510064,2021-08-15 11:25:10.064,iqbal
jefri-1639629248183,2021-12-16 11:34:08.183,jefri
tri-1629508278202,2021-08-21 08:11:18.202,tri
jefri-1640216352577,2021-12-23 06:39:12.577,jefri
jefri-1638002859950,2021-11-27 15:47:39.95,jefri
iqbal-1623495650195,2021-06-12 18:00:50.195,iqbal
akbar-1625775113938,2021-07-09 03:11:53.938,akbar
akbar-1644530315303,2022-02-11 04:58:35.303,akbar
jefri-1625062455630,2021-06-30 21:14:15.63,jefri
iqbal-1626850780430,2021-07-21 13:59:40.43,iqbal
iqbal-1649058695541,2022-04-04 14:51:35.541,iqbal
tri-1649162916371,2022-04-05 19:48:36.371,tri
tri-1622465392733,2021-05-31 19:49:52.733,tri
tri-1634630853442,2021-10-19 15:07:33.442,tri
iqbal-1645819892418,2022-02-26 03:11:32.418,iqbal
tri-1633847689896,2021-10-10 13:34:49.896,tri
tri-1649172681090,2022-04-05 22:31:21.09,tri
iqbal-1644663659255,2022-02-12 18:00:59.255,iqbal
tri-1621108699395,2021-05-16 02:58:19.395,tri
akbar-1648183401724,2022-03-25 11:43:21.724,akbar
jefri-1629932109280,2021-08-26 05:55:09.28,jefri
iqbal-1620923694302,2021-05-13 23:34:54.302,iqbal
tri-1619842651743,2021-05-01 11:17:31.743,tri
akbar-1629213095594,2021-08-17 22:11:35.594,akbar
akbar-1627200602810,2021-07-25 15:10:02.81,akbar
jefri-1623582436983,2021-06-13 18:07:16.983,jefri
iqbal-1622737027013,2021-06-03 23:17:07.013,iqbal
jefri-1640188439691,2021-12-22 22:53:59.691,jefri
iqbal-1642850250990,2022-01-22 18:17:30.99,iqbal
jefri-1643253071151,2022-01-27 10:11:11.151,jefri
akbar-1636439270919,2021-11-09 13:27:50.919,akbar
akbar-1641981132470,2022-01-12 16:52:12.47,akbar
jefri-1636608027014,2021-11-11 12:20:27.014,jefri
jefri-1618228874754,2021-04-12 19:01:14.754,jefri
tri-1643453041532,2022-01-29 17:44:01.532,tri
tri-1643122307212,2022-01-25 21:51:47.212,tri
akbar-1620415923884,2021-05-08 02:32:03.884,akbar
akbar-1624686769409,2021-06-26 12:52:49.409,akbar
iqbal-1620228349250,2021-05-05 22:25:49.25,iqbal
iqbal-1643177451319,2022-01-26 13:10:51.319,iqbal
tri-1622094647930,2021-05-27 12:50:47.93,tri
tri-1648903073156,2022-04-02 19:37:53.156,tri
tri-1638248813060,2021-11-30 12:06:53.06,tri
jefri-1642344144363,2022-01-16 21:42:24.363,jefri
tri-1630582399348,2021-09-02 18:33:19.348,tri
jefri-1619324688591,2021-04-25 11:24:48.591,jefri
iqbal-1627639283508,2021-07-30 17:01:23.508,iqbal
iqbal-1626300616161,2021-07-15 05:10:16.161,iqbal
jefri-1646247647836,2022-03-03 02:00:47.836,jefri
jefri-1639975472557,2021-12-20 11:44:32.557,jefri
iqbal-1619493292865,2021-04-27 10:14:52.865,iqbal
akbar-1628811174070,2021-08-13 06:32:54.07,akbar
iqbal-1626303306474,2021-07-15 05:55:06.474,iqbal
jefri-1630384214902,2021-08-31 11:30:14.902,jefri
iqbal-1644227661319,2022-02-07 16:54:21.319,iqbal
akbar-1626155899707,2021-07-13 12:58:19.707,akbar
tri-1631921585784,2021-09-18 06:33:05.784,tri
iqbal-1618124318144,2021-04-11 13:58:38.144,iqbal
iqbal-1644966085343,2022-02-16 06:01:25.343,iqbal
akbar-1647556503181,2022-03-18 05:35:03.181,akbar
iqbal-1621179910593,2021-05-16 22:45:10.593,iqbal
akbar-1640718110804,2021-12-29 02:01:50.804,akbar
akbar-1626274591867,2021-07-14 21:56:31.867,akbar
jefri-1622323485781,2021-05-30 04:24:45.781,jefri
jefri-1631917769374,2021-09-18 05:29:29.374,jefri
tri-1645325416943,2022-02-20 09:50:16.943,tri
tri-1625542679278,2021-07-06 10:37:59.278,tri
jefri-1620936556173,2021-05-14 03:09:16.173,jefri
iqbal-1622289154308,2021-05-29 18:52:34.308,iqbal
tri-1648177317301,2022-03-25 10:01:57.301,tri
iqbal-1624021040939,2021-06-18 19:57:20.939,iqbal
jefri-1632564112299,2021-09-25 17:01:52.299,jefri
iqbal-1646440785463,2022-03-05 07:39:45.463,iqbal
iqbal-1624550246632,2021-06-24 22:57:26.632,iqbal
jefri-1630865959992,2021-09-06 01:19:19.992,jefri
tri-1641426011122,2022-01-06 06:40:11.122,tri
jefri-1628595908077,2021-08-10 18:45:08.077,jefri
iqbal-1640273203726,2021-12-23 22:26:43.726,iqbal
jefri-1640167359572,2021-12-22 17:02:39.572,jefri
jefri-1625107389298,2021-07-01 09:43:09.298,jefri
akbar-1644389498406,2022-02-09 13:51:38.406,akbar
akbar-1633596854704,2021-10-07 15:54:14.704,akbar
jefri-1636597629943,2021-11-11 09:27:09.943,jefri
akbar-1630108383147,2021-08-28 06:53:03.147,akbar
iqbal-1644019972295,2022-02-05 07:12:52.295,iqbal
jefri-1626320355223,2021-07-15 10:39:15.223,jefri
iqbal-1635599253382,2021-10-30 20:07:33.382,iqbal
akbar-1648472988366,2022-03-28 20:09:48.366,akbar
akbar-1641186101103,2022-01-03 12:01:41.103,akbar
akbar-1624030764781,2021-06-18 22:39:24.781,akbar
akbar-1619966970906,2021-05-02 21:49:30.906,akbar
akbar-1618969616469,2021-04-21 08:46:56.469,akbar
tri-1625337955758,2021-07-04 01:45:55.758,tri
tri-1634888138374,2021-10-22 14:35:38.374,tri
iqbal-1632824643261,2021-09-28 17:24:03.261,iqbal
tri-1627703158533,2021-07-31 10:45:58.533,tri
tri-1620389129583,2021-05-07 19:05:29.583,tri
jefri-1646273984370,2022-03-03 09:19:44.37,jefri
akbar-1627784000629,2021-08-01 09:13:20.629,akbar
tri-1641372987922,2022-01-05 15:56:27.922,tri
akbar-1641780953930,2022-01-10 09:15:53.93,akbar
tri-1639844702388,2021-12-18 23:25:02.388,tri
iqbal-1644018659993,2022-02-05 06:50:59.993,iqbal
jefri-1629750205254,2021-08-24 03:23:25.254,jefri
iqbal-1628447640380,2021-08-09 01:34:00.38,iqbal
tri-1629215066007,2021-08-17 22:44:26.007,tri
akbar-1648212526591,2022-03-25 19:48:46.591,akbar
iqbal-1645767966665,2022-02-25 12:46:06.665,iqbal
akbar-1644387141599,2022-02-09 13:12:21.599,akbar
jefri-1621242703606,2021-05-17 16:11:43.606,jefri
iqbal-1647166862395,2022-03-13 17:21:02.395,iqbal
iqbal-1638255333973,2021-11-30 13:55:33.973,iqbal
iqbal-1625832335397,2021-07-09 19:05:35.397,iqbal
jefri-1624731962140,2021-06-27 01:26:02.14,jefri
akbar-1643632614783,2022-01-31 19:36:54.783,akbar
iqbal-1633267535830,2021-10-03 20:25:35.83,iqbal
akbar-1645246937495,2022-02-19 12:02:17.495,akbar
akbar-1644702179799,2022-02-13 04:42:59.799,akbar
iqbal-1631524345036,2021-09-13 16:12:25.036,iqbal
akbar-1635749369002,2021-11-01 13:49:29.002,akbar
iqbal-1627520999579,2021-07-29 08:09:59.579,iqbal
jefri-1645865167928,2022-02-26 15:46:07.928,jefri
akbar-1618046324860,2021-04-10 16:18:44.86,akbar
jefri-1645364321119,2022-02-20 20:38:41.119,jefri
tri-1632910448265,2021-09-29 17:14:08.265,tri
iqbal-1623385442639,2021-06-11 11:24:02.639,iqbal
jefri-1628444034942,2021-08-09 00:33:54.942,jefri
iqbal-1627711825907,2021-07-31 13:10:25.907,iqbal
akbar-1644953743422,2022-02-16 02:35:43.422,akbar
iqbal-1618397112294,2021-04-14 17:45:12.294,iqbal
akbar-1626633714322,2021-07-19 01:41:54.322,akbar
akbar-1645292121666,2022-02-20 00:35:21.666,akbar
akbar-1622389919100,2021-05-30 22:51:59.1,akbar
iqbal-1622889171416,2021-06-05 17:32:51.416,iqbal
akbar-1633186456772,2021-10-02 21:54:16.772,akbar
tri-1636361216111,2021-11-08 15:46:56.111,tri
jefri-1631821865891,2021-09-17 02:51:05.891,jefri
jefri-1630970283274,2021-09-07 06:18:03.274,jefri
jefri-1621129155214,2021-05-16 08:39:15.214,jefri
jefri-1644083388891,2022-02-06 00:49:48.891,jefri
iqbal-1624515772558,2021-06-24 13:22:52.558,iqbal
akbar-1645507142633,2022-02-22 12:19:02.633,akbar
tri-1627018679532,2021-07-23 12:37:59.532,tri
akbar-1625816898932,2021-07-09 14:48:18.932,akbar
akbar-1618624941200,2021-04-17 09:02:21.2,akbar
iqbal-1641886567400,2022-01-11 14:36:07.4,iqbal
iqbal-1639213124299,2021-12-11 15:58:44.299,iqbal
jefri-1634963252579,2021-10-23 11:27:32.579,jefri
akbar-1627209425231,2021-07-25 17:37:05.231,akbar
jefri-1619138759991,2021-04-23 07:45:59.991,jefri
iqbal-1629122262549,2021-08-16 20:57:42.549,iqbal
tri-1624260213173,2021-06-21 14:23:33.173,tri
iqbal-1620511892372,2021-05-09 05:11:32.372,iqbal
iqbal-1627760321077,2021-08-01 02:38:41.077,iqbal
iqbal-1646292355411,2022-03-03 14:25:55.411,iqbal
akbar-1633351399213,2021-10-04 19:43:19.213,akbar
tri-1642739423675,2022-01-21 11:30:23.675,tri
akbar-1629375735995,2021-08-19 19:22:15.995,akbar
iqbal-1632357514034,2021-09-23 07:38:34.034,iqbal
tri-1627302259029,2021-07-26 19:24:19.029,tri
jefri-1633613087825,2021-10-07 20:24:47.825,jefri
iqbal-1632033948134,2021-09-19 13:45:48.134,iqbal
tri-1621339068138,2021-05-18 18:57:48.138,tri
iqbal-1640516213831,2021-12-26 17:56:53.831,iqbal
akbar-1646596072572,2022-03-07 02:47:52.572,akbar
jefri-1617914636470,2021-04-09 03:43:56.47,jefri
akbar-1629956822605,2021-08-26 12:47:02.605,akbar
tri-1620796593247,2021-05-12 12:16:33.247,tri
iqbal-1639859518138,2021-12-19 03:31:58.138,iqbal
akbar-1636914015325,2021-11-15 01:20:15.325,akbar
akbar-1631994881819,2021-09-19 02:54:41.819,akbar
tri-1641632061816,2022-01-08 15:54:21.816,tri
jefri-1625555391340,2021-07-06 14:09:51.34,jefri
tri-1639941378116,2021-12-20 02:16:18.116,tri
tri-1644061766292,2022-02-05 18:49:26.292,tri
akbar-1622307912306,2021-05-30 00:05:12.306,akbar
jefri-1646541330114,2022-03-06 11:35:30.114,jefri
iqbal-1646660196186,2022-03-07 20:36:36.186,iqbal
akbar-1636181445371,2021-11-06 13:50:45.371,akbar
jefri-1645066555144,2022-02-17 09:55:55.144,jefri
tri-1631224971110,2021-09-10 05:02:51.11,tri
jefri-1633370216360,2021-10-05 00:56:56.36,jefri
jefri-1641210268396,2022-01-03 18:44:28.396,jefri
jefri-1619365324405,2021-04-25 22:42:04.405,jefri
jefri-1644779931578,2022-02-14 02:18:51.578,jefri
akbar-1642731089619,2022-01-21 09:11:29.619,akbar
iqbal-1640619246355,2021-12-27 22:34:06.355,iqbal
jefri-1620401346497,2021-05-07 22:29:06.497,jefri
iqbal-1640273728363,2021-12-23 22:35:28.363,iqbal
akbar-1620451368223,2021-05-08 12:22:48.223,akbar
tri-1627951958492,2021-08-03 07:52:38.492,tri
iqbal-1648572854616,2022-03-29 23:54:14.616,iqbal
akbar-1647102016640,2022-03-12 23:20:16.64,akbar
tri-1641225597897,2022-01-03 22:59:57.897,tri
iqbal-1623310265649,2021-06-10 14:31:05.649,iqbal
iqbal-1618748142108,2021-04-18 19:15:42.108,iqbal
jefri-1646262351639,2022-03-03 06:05:51.639,jefri
iqbal-1641279817209,2022-01-04 14:03:37.209,iqbal
iqbal-1641619783943,2022-01-08 12:29:43.943,iqbal
tri-1624608925117,2021-06-25 15:15:25.117,tri
iqbal-1641895662725,2022-01-11 17:07:42.725,iqbal
tri-1627496255432,2021-07-29 01:17:35.432,tri
jefri-1646116656188,2022-03-01 13:37:36.188,jefri
akbar-1643724061691,2022-02-01 21:01:01.691,akbar
jefri-1625344582193,2021-07-04 03:36:22.193,jefri
jefri-1618269915204,2021-04-13 06:25:15.204,jefri
iqbal-1632846520373,2021-09-28 23:28:40.373,iqbal
tri-1631507328169,2021-09-13 11:28:48.169,tri
iqbal-1645365831677,2022-02-20 21:03:51.677,iqbal
iqbal-1629872295814,2021-08-25 13:18:15.814,iqbal
akbar-1638881039096,2021-12-07 19:43:59.096,akbar
akbar-1631253263422,2021-09-10 12:54:23.422,akbar
jefri-1635105208476,2021-10-25 02:53:28.476,jefri
jefri-1627290311535,2021-07-26 16:05:11.535,jefri
tri-1638076056844,2021-11-28 12:07:36.844,tri
akbar-1640109488273,2021-12-22 00:58:08.273,akbar
tri-1630672764941,2021-09-03 19:39:24.941,tri
akbar-1640327444025,2021-12-24 13:30:44.025,akbar
iqbal-1644612216468,2022-02-12 03:43:36.468,iqbal
jefri-1629661433412,2021-08-23 02:43:53.412,jefri
jefri-1642649619017,2022-01-20 10:33:39.017,jefri
tri-1634418712076,2021-10-17 04:11:52.076,tri
akbar-1646718933230,2022-03-08 12:55:33.23,akbar
iqbal-1642083768354,2022-01-13 21:22:48.354,iqbal
iqbal-1617874969152,2021-04-08 16:42:49.152,iqbal
jefri-1635599892977,2021-10-30 20:18:12.977,jefri
jefri-1634205284770,2021-10-14 16:54:44.77,jefri
akbar-1633420447476,2021-10-05 14:54:07.476,akbar
akbar-1637058630840,2021-11-16 17:30:30.84,akbar
tri-1622452198789,2021-05-31 16:09:58.789,tri
jefri-1641349368931,2022-01-05 09:22:48.931,jefri
jefri-1636179112759,2021-11-06 13:11:52.759,jefri
iqbal-1637124444458,2021-11-17 11:47:24.458,iqbal
jefri-1634650789220,2021-10-19 20:39:49.22,jefri
tri-1639957705750,2021-12-20 06:48:25.75,tri
tri-1624415075307,2021-06-23 09:24:35.307,tri
jefri-1633872522259,2021-10-10 20:28:42.259,jefri
iqbal-1639273021606,2021-12-12 08:37:01.606,iqbal
akbar-1624644033900,2021-06-26 01:00:33.9,akbar
jefri-1646762312647,2022-03-09 00:58:32.647,jefri
tri-1628910426163,2021-08-14 10:07:06.163,tri
akbar-1640894516137,2021-12-31 03:01:56.137,akbar
jefri-1630669586053,2021-09-03 18:46:26.053,jefri
tri-1618032832955,2021-04-10 12:33:52.955,tri
jefri-1636145635822,2021-11-06 03:53:55.822,jefri
tri-1624594815500,2021-06-25 11:20:15.5,tri
akbar-1621016569913,2021-05-15 01:22:49.913,akbar
jefri-1648170935070,2022-03-25 08:15:35.07,jefri
iqbal-1633781807048,2021-10-09 19:16:47.048,iqbal
iqbal-1619112110001,2021-04-23 00:21:50.001,iqbal
jefri-1637593857870,2021-11-22 22:10:57.87,jefri
akbar-1635832509244,2021-11-02 12:55:09.244,akbar
akbar-1629767340865,2021-08-24 08:09:00.865,akbar
